,MASTER_AI_ID,FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,REGULATORY_PROGRAM,CLOSURE_TYPE,CONTROL_TYPE,IC_ID,INSTRUMENT_ID,DATE_IC_RECORDED,CONTROL_METHOD,AFFECTED_MEDIA,CONSTITUENTS_OF_CONCERN,RESTRICTION_COVERAGE,IC_VFC_ID,FULL_ADDRESS,ZIP_CODE
357,10889,10889,Warrick County Cooperative,520 S 4th St,BOONVILLE,WARRICK,UST,LUS No Further Action 8/11/2008,Environmental Restrictive Covenant,1489,,06/27/2008,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property,31170481,"520 S 4th St, BOONVILLE",47610
358,10945,12044,Mohr Construction Company,1420 S Union St,KOKOMO,HOWARD,UST,LUS No Further Action 12/13/2008,Environmental Restrictive Covenant,1016,0834006447,05/01/2008,"Excavation Notice Required, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property; Portion of Property,34353008,"1420 S Union St, KOKOMO",46936
359,10978,16352,Golden Foodmart,1313 N State St,GREENFIELD,HANCOCK,UST,LUS No Further Action 2/19/2014,Environmental Restrictive Covenant,1496,,07/08/2014,Ground Water Use Restriction,Ground Water; Subsurface Soil,VOCs - Volatile Organic Compounds,Entire Property,70218498,"1313 N State St, GREENFIELD",46140
360,10986,235,Swifty Service Station 139,1945 State St,NEW ALBANY,FLOYD,UST,LUS No Further Action 8/24/2015,Environmental Restrictive Covenant,1498,,08/21/2015,"Vapor Barrier, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Soil Gas (Vapor),Petroleum,Entire Property,80114575,"1945 State St, NEW ALBANY",47150
361,10989,257,Star Light Food Mart,1909 S Memorial Dr,NEW CASTLE,HENRY,UST,LUS No Further Action 8/10/2011,Environmental Restrictive Covenant,460,201103793,07/26/2011,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,63326934,"1909 S Memorial Dr, NEW CASTLE",47362
362,10991,221,Chuckles 10,3537 Clifty Dr,MADISON,JEFFERSON,UST,LUS No Further Action 8/13/2015,Environmental Restrictive Covenant,1499,,07/31/2015,Ground Water Use Restriction,Ground Water; Surface Soil,Petroleum,Entire Property,80100459,"3537 Clifty Dr, MADISON",47243
363,10995,11157,Quickstop,933 W Tipton St,SEYMOUR,JACKSON,UST,LUS No Further Action 1/13/2014,Environmental Restrictive Covenant,1501,,04/22/2014,Ground Water Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,69949351,"933 W Tipton St, SEYMOUR",47220
364,10996,245,Swifty Oil 155,2319 National Rd W,RICHMOND,WAYNE,UST,LUS No Further Action 11/21/2012,Environmental Restrictive Covenant,457,2012007101,08/21/2012,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,66755572,"2319 National Rd W, RICHMOND",47330
365,11006,15549,Startech Petro,2801 Post Rd,INDIANAPOLIS,MARION,UST,LUS No Further Action 5/21/2007,Environmental Restrictive Covenant,1070,2007-0046544,03/28/2007,"Agricultural or Food Crop, Excavation Notice Required, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property; Portion of Property,24376357,"2801 Post Rd, INDIANAPOLIS",46107
366,11007,17090,Former Swifty Station 238,4725 Kentucky Ave,INDIANAPOLIS,MARION,UST,LUS No Further Action 12/10/2009,Environmental Restrictive Covenant,819,2009-0109761,09/29/2009,"Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property,52515453,"4725 Kentucky Ave, INDIANAPOLIS",46107
367,11106,200608202,C & P Oil Company,540 E Lincoln St,MILLERSBURG,ELKHART,State Cleanup,SCS No Further Action 4/18/2011,Environmental Restrictive Covenant,76,201104868,03/11/2011,"Paved or Concrete Cap, Agricultural or Food Crop, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Petroleum, SVOCs - Semi Volatile Organic Compounds, TPH - Total Petroleum Hydrocarbons",Entire Property; Portion of Property,61323268,"540 E Lincoln St, MILLERSBURG",46507
368,11118,6961005,Pitt Ohio Express LLC,3701 W Morris St,INDIANAPOLIS,MARION,VRP,VRP Certificate of Completion 1/29/2010,Environmental Restrictive Covenant,846,2009-0085896,07/31/2009,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"PAH - Polynuclear Aromatic Hydrocarbons, Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property,53761783,"3701 W Morris St, INDIANAPOLIS",46107
369,11131,3497,Speedway 7155,7167 S SR 67,PENDLETON,MADISON,UST,LUS No Further Action 9/29/2006,Environmental Restrictive Covenant,1011,2006016513,08/17/2006,"Ground Water Use Restriction, Residential Use Restriction, Restricted Excavation Area",Ground Water; Subsurface Soil,"Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property,25823801,"7167 S SR 67, PENDLETON",46011
370,11241,18504,Rebel 882,410 E Vistula St,BRISTOL,ELKHART,UST,LUS No Further Action 11/4/2011,Environmental Restrictive Covenant,564,2011012519,07/08/2011,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"PAH - Polynuclear Aromatic Hydrocarbons, Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property,63093173,"410 E Vistula St, BRISTOL",46507
371,11338,19846,United Oil Bulk Plant,511 S LINE ST,COLUMBIA CITY,WHITLEY,UST,LUS No Further Action 3/27/2014,Environmental Restrictive Covenant,1508,,02/28/2014,"Agricultural or Food Crop, Excavation Notice Required, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property,80189384,"511 S LINE ST, COLUMBIA CITY",46725
372,11459,IND980700801,General Motors Former,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
373,11459,IND980700801,General Motors Former,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
374,11459,IND980700801,General Motors Former,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
375,11459,IND980700801,General Motors Former,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
376,11459,IND980700801,General Motors Former,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
377,11459,IND980700801,General Motors Former,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
378,11459,IND980700801,RACER,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
379,11459,IND980700801,RACER,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
380,11459,IND980700801,RACER,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
381,11459,IND980700801,RACER,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
382,11459,IND980700801,RACER,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
383,11459,IND980700801,RACER,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
384,11459,IND980700801,RACER Trust,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
385,11459,IND980700801,RACER Trust,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
386,11459,IND980700801,RACER Trust,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
387,11459,IND980700801,RACER Trust,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
388,11459,IND980700801,RACER Trust,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
389,11459,IND980700801,RACER Trust,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
390,11459,IND980700801,Sirmax North America Incorporated,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
391,11459,IND980700801,Sirmax North America Incorporated,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
392,11459,IND980700801,Sirmax North America Incorporated,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
393,11459,IND980700801,Sirmax North America Incorporated,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
394,11459,IND980700801,Sirmax North America Incorporated,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
395,11459,IND980700801,Sirmax North America Incorporated,2915 Dr Martin Luther King Jr Blvd,ANDERSON,MADISON,Hazardous Waste,HWF Certificate of Completion 1/26/2016,Environmental Restrictive Covenant,1515,,08/18/2015,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"Metals, VOCs - Volatile Organic Compounds",Entire Property,80114969,"2915 Dr Martin Luther King Jr Blvd, ANDERSON",46011
396,11481,6960705,Copeland Corporation,500 Conrad Harcourt Way,RUSHVILLE,RUSH,VRP,VRP Certificate of Completion 8/14/2003,Deed Notice,651,2033910,09/23/2002,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"SVOCs - Semi Volatile Organic Compounds, VOCs - Volatile Organic Compounds",Entire Property,46709704,"500 Conrad Harcourt Way, RUSHVILLE",46104
397,11496,6000305,Royal Food Products Incorporated,2322 E Minnesota St,INDIANAPOLIS,MARION,VRP,VRP Certificate of Completion 12/1/2003,Deed Notice,706,19960020628; 2004-0012530,01/15/2004,Residential Use Restriction,Ground Water,Petroleum,Entire Property,66686929,"2322 E Minnesota St, INDIANAPOLIS",46107
398,11497,6101005,Plastic Recycling Incorporated,1910 S State Ave,INDIANAPOLIS,MARION,VRP,VRP Certificate of Completion 3/7/2013,Environmental Restrictive Covenant,1523,,11/12/2012,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil,"PAH - Polynuclear Aromatic Hydrocarbons, Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property,67149098,"1910 S State Ave, INDIANAPOLIS",46107
399,11500,6020701,DA Lubricant Company,1331 W 29th St,INDIANAPOLIS,MARION,VRP,VRP Certificate of Completion 11/16/2010,Environmental Restrictive Covenant,196,201000064126,07/07/2010,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"PAH - Polynuclear Aromatic Hydrocarbons, Petroleum, TPH - Total Petroleum Hydrocarbons",Entire Property,56824762,"1331 W 29th St, INDIANAPOLIS",46107
400,11505,6030906,Mid State Chemical & Supply Corporation,2100 Greenbriar Ln,INDIANAPOLIS,MARION,VRP,VRP 6030906,Environmental Restrictive Covenant,1524,,02/12/2020,Other Restriction (Specify),Ground Water; Soil Gas (Vapor); Subsurface Soil,VOCs - Volatile Organic Compounds,Portion of Property,82914826,"2100 Greenbriar Ln, INDIANAPOLIS",46107
401,11505,6030906,Mid State Chemical & Supply Corporation,2100 Greenbriar Ln,INDIANAPOLIS,MARION,VRP,VRP Certificate of Completion,Environmental Restrictive Covenant,397,2004-0226238; A201200099697; A201200128960,11/27/2012,"Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction, Vapor Mitigation Contingency",Ground Water; Subsurface Soil; Surface Soil,VOCs - Volatile Organic Compounds,Entire Property; Portion of Property,67410343,"2100 Greenbriar Ln, INDIANAPOLIS",46107
402,11520,000000101,Marathon Petroleum Company LLC,1304 Olin Ave,INDIANAPOLIS,MARION,State Cleanup,SCS No Further Action 6/28/2010,Environmental Restrictive Covenant,803,A201000017994,03/01/2010,"Excavation Notice Required, Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"Petroleum, SVOCs - Semi Volatile Organic Compounds, TPH - Total Petroleum Hydrocarbons",Entire Property,54848236; 67714044,"1304 Olin Ave, INDIANAPOLIS",46107
403,11525,6961008,CTP Division of Tube Processing Corporation,3750 Shelby St,INDIANAPOLIS,MARION,VRP,VRP Certificate of Completion 9/9/1999,Deed Notice,648,1999-0198394,10/25/1999,Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,"SVOCs - Semi Volatile Organic Compounds, VOCs - Volatile Organic Compounds",Entire Property,66618925,"3750 Shelby St, INDIANAPOLIS",46107
404,11533,7500028,Vertellus Integrated Pyridines LLC,1500 S Tibbs Ave,INDIANAPOLIS,MARION,Superfund,SUP Order/Consent Decree 2/6/1995,Deed Notice,251,19990030250; 20-1042,02/16/1999,"Paved or Concrete Cap,  Soil or Vegetative Cap,  Treatment System, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil; Surface Water,"PAH - Polynuclear Aromatic Hydrocarbons, VOCs - Volatile Organic Compounds",Entire Property; Portion of Property,56861895,"1500 S Tibbs Ave, INDIANAPOLIS",46107
405,11533,7500028,Vertellus Integrated Pyridines LLC,1500 S Tibbs Ave,INDIANAPOLIS,MARION,Superfund,SUP Order/Consent Decree 2/6/1995,Deed Notice,251,19990030250; 20-1042,02/16/1999,"Paved or Concrete Cap,  Soil or Vegetative Cap,  Treatment System, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil; Surface Water,"PAH - Polynuclear Aromatic Hydrocarbons, VOCs - Volatile Organic Compounds",Entire Property; Portion of Property,56861895,"1500 S Tibbs Ave, INDIANAPOLIS",46107
406,11533,7500028,Vertellus Integrated Pyridines LLC,1500 S Tibbs Ave,INDIANAPOLIS,MARION,Superfund,SUP Order/Consent Decree 2/6/1995,Deed Notice,251,19990030250; 20-1042,02/16/1999,"Paved or Concrete Cap,  Soil or Vegetative Cap,  Treatment System, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil; Surface Water,"PAH - Polynuclear Aromatic Hydrocarbons, VOCs - Volatile Organic Compounds",Entire Property; Portion of Property,56861895,"1500 S Tibbs Ave, INDIANAPOLIS",46107
407,11533,7500028,Vertellus Integrated Pyridines LLC,1500 S Tibbs Ave,INDIANAPOLIS,MARION,Superfund,SUP Order/Consent Decree 2/6/1995,Deed Notice,251,19990030250; 20-1042,02/16/1999,"Paved or Concrete Cap,  Soil or Vegetative Cap,  Treatment System, Ground Water Use Restriction, Other Restriction (Specify), Residential Use Restriction",Ground Water; Subsurface Soil; Surface Soil; Surface Water,"PAH - Polynuclear Aromatic Hydrocarbons, VOCs - Volatile Organic Compounds",Entire Property; Portion of Property,56861895,"1500 S Tibbs Ave, INDIANAPOLIS",46107
408,11537,4130709,Diversified Systems Incorporated,3939 W 56th St,INDIANAPOLIS,MARION,Brownfields,BFF Comfort Letter 11/21/2013,Environmental Restrictive Covenant,1530,,02/03/2014,"Ground Water Use Restriction, Residential Use Restriction",Ground Water,VOCs - Volatile Organic Compounds,Entire Property,69886782,"3939 W 56th St, INDIANAPOLIS",46107
409,11558,10056,Praxair Incorporated,4400 Kennedy Ave,EAST CHICAGO,LAKE,LUST,LUS No Further Action 7/13/2009,Environmental Restrictive Covenant,543,2009026329,04/23/2009,"Paved or Concrete Cap, Agricultural or Food Crop, Excavation Notice Required, Residential Use Restriction",Ground Water; Subsurface Soil,Petroleum,Entire Property; Portion of Property,48214333,"4400 Kennedy Ave, EAST CHICAGO",46303
410,11559,6305,NATIONAL RECOVERY SYSTEMS,5222 Indianapolis Blvd,EAST CHICAGO,LAKE,Leaking Underground Storage Tank,No Further Action,Environmental Restrictive Covenant,1300,No instrument number,02/17/2004,"Paved or Concrete Cap, Ground Water Use Restriction, Residential Use Restriction",Ground Water; SubSurface Soil,Petroleum (Includes BTEX and MTBE),Entire Property; Portion of property,23298425,"5222 Indianapolis Blvd, EAST CHICAGO",46303
411,11562,7500009,American Chemical Service (ACS),420 S Colfax Ave,GRIFFITH,LAKE,Superfund,SUP Other-Specify 9/30/1992,Deed Notice,1534,,01/27/1994,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"Metals, PCB - Polychlorinated Byphenols, Pesticides (Herb/Fung/Insecticides), SVOCs - Semi Volatile Organic Compounds, VOCs - Volatile Organic Compounds",Entire Property,68321349,"420 S Colfax Ave, GRIFFITH",46303
412,11562,7500009,American Chemical Service (ACS),420 S Colfax Ave,GRIFFITH,LAKE,Superfund,SUP Other-Specify 9/30/1992,Deed Notice,1534,,01/27/1994,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"Metals, PCB - Polychlorinated Byphenols, Pesticides (Herb/Fung/Insecticides), SVOCs - Semi Volatile Organic Compounds, VOCs - Volatile Organic Compounds",Entire Property,68321349,"420 S Colfax Ave, GRIFFITH",46303
413,11562,7500009,American Chemical Service (ACS),420 S Colfax Ave,GRIFFITH,LAKE,Superfund,SUP Other-Specify 9/30/1992,Deed Notice,1534,,01/27/1994,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"Metals, PCB - Polychlorinated Byphenols, Pesticides (Herb/Fung/Insecticides), SVOCs - Semi Volatile Organic Compounds, VOCs - Volatile Organic Compounds",Entire Property,68321349,"420 S Colfax Ave, GRIFFITH",46303
414,11562,7500009,American Chemical Service (ACS),420 S Colfax Ave,GRIFFITH,LAKE,Superfund,SUP Other-Specify 9/30/1992,Deed Notice,1535,,02/20/1997,Residential Use Restriction,Ground Water; Subsurface Soil,"Metals, PCB - Polychlorinated Byphenols, Pesticides (Herb/Fung/Insecticides), SVOCs - Semi Volatile Organic Compounds, VOCs - Volatile Organic Compounds",Entire Property,68321255,"420 S Colfax Ave, GRIFFITH",46303
415,11562,7500009,American Chemical Service (ACS),420 S Colfax Ave,GRIFFITH,LAKE,Superfund,SUP Other-Specify 9/30/1992,Deed Notice,1535,,02/20/1997,Residential Use Restriction,Ground Water; Subsurface Soil,"Metals, PCB - Polychlorinated Byphenols, Pesticides (Herb/Fung/Insecticides), SVOCs - Semi Volatile Organic Compounds, VOCs - Volatile Organic Compounds",Entire Property,68321255,"420 S Colfax Ave, GRIFFITH",46303
416,11562,7500009,American Chemical Service (ACS),420 S Colfax Ave,GRIFFITH,LAKE,Superfund,SUP Other-Specify 9/30/1992,Deed Notice,1535,,02/20/1997,Residential Use Restriction,Ground Water; Subsurface Soil,"Metals, PCB - Polychlorinated Byphenols, Pesticides (Herb/Fung/Insecticides), SVOCs - Semi Volatile Organic Compounds, VOCs - Volatile Organic Compounds",Entire Property,68321255,"420 S Colfax Ave, GRIFFITH",46303
417,11562,7500009,American Chemical Service (ACS),420 S Colfax Ave,GRIFFITH,LAKE,Superfund,SUP Other-Specify 9/30/1992,Deed Notice,1536,,02/20/1997,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"Metals, PCB - Polychlorinated Byphenols, Pesticides (Herb/Fung/Insecticides), SVOCs - Semi Volatile Organic Compounds, VOCs - Volatile Organic Compounds",Entire Property,68321353,"420 S Colfax Ave, GRIFFITH",46303
418,11562,7500009,American Chemical Service (ACS),420 S Colfax Ave,GRIFFITH,LAKE,Superfund,SUP Other-Specify 9/30/1992,Deed Notice,1536,,02/20/1997,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"Metals, PCB - Polychlorinated Byphenols, Pesticides (Herb/Fung/Insecticides), SVOCs - Semi Volatile Organic Compounds, VOCs - Volatile Organic Compounds",Entire Property,68321353,"420 S Colfax Ave, GRIFFITH",46303
419,11562,7500009,American Chemical Service (ACS),420 S Colfax Ave,GRIFFITH,LAKE,Superfund,SUP Other-Specify 9/30/1992,Deed Notice,1536,,02/20/1997,"Ground Water Use Restriction, Residential Use Restriction",Ground Water; Subsurface Soil,"Metals, PCB - Polychlorinated Byphenols, Pesticides (Herb/Fung/Insecticides), SVOCs - Semi Volatile Organic Compounds, VOCs - Volatile Organic Compounds",Entire Property,68321353,"420 S Colfax Ave, GRIFFITH",46303
